status,id,name,date
attended,96754,van de Camp,2019-02-11
attended,96912,Campbell Bannerman,2019-02-11
attended,124851,Caputo,2019-02-11
attended,124986,Carthy,2019-02-11
attended,124971,Carver,2019-02-11
attended,28122,Casa,2019-02-11
attended,28219,Caspary,2019-02-11
attended,124812,Castaldo,2019-02-11
attended,28390,del Castillo Vera,2019-02-11
attended,28206,Cavada,2019-02-11
attended,28451,Cesa,2019-02-11
attended,124708,Charanzová,2019-02-11
attended,124752,Chauprade,2019-02-11
attended,96603,Childers,2019-02-11
attended,124861,Chinnici,2019-02-11
attended,26851,Chountis,2019-02-11
attended,28154,Christensen,2019-02-11
attended,125061,Chrysogonos,2019-02-11
attended,124854,Cicu,2019-02-11
attended,124772,Cirio,2019-02-11
attended,124967,Coburn,2019-02-11
attended,1892,Coelho,2019-02-11
attended,96915,Cofferati,2019-02-11
attended,112788,Collin-Langen,2019-02-11
attended,124955,Collins,2019-02-11
attended,96775,Comi,2019-02-11
attended,96674,Corazza Bildt,2019-02-11
attended,2309,Corbett,2019-02-11
attended,4338,Cornillet,2019-02-11
attended,124856,Corrao,2019-02-11
attended,96917,Silvia Costa,2019-02-11
attended,96880,Cozzolino,2019-02-11
attended,28238,Cramer,2019-02-11
attended,40224,Cristea,2019-02-11
attended,124930,Csáky,2019-02-11
attended,28372,Czarnecki,2019-02-11
attended,132925,Czesak,2019-02-11
attended,96809,van Dalen,2019-02-11
attended,124970,Miriam Dalli,2019-02-11
attended,35135,Dalton,2019-02-11
attended,183338,Dalunde,2019-02-11
attended,124835,D'Amato,2019-02-11
attended,124952,Dance,2019-02-11
attended,96747,Danjean,2019-02-11
attended,124821,Danti,2019-02-11
attended,96958,(The Earl of) Dartmouth,2019-02-11
attended,96891,De Castro,2019-02-11
attended,124732,Delahaye,2019-02-11
attended,124714,Deli,2019-02-11
attended,96868,Delli,2019-02-11
attended,124776,Delvaux,2019-02-11
attended,124803,De Monte,2019-02-11
attended,1473,Deprez,2019-02-11
attended,28228,Deß,2019-02-11
attended,190799,Detjen,2019-02-11
attended,96826,Deutsch,2019-02-11
attended,124805,Diaconu,2019-02-11
attended,28397,Díaz de Mera García Consuegra,2019-02-11
attended,190774,Didier,2019-02-11
attended,124709,Dlabajová,2019-02-11
attended,96951,Dodds,2019-02-11
attended,124878,Dohrmann,2019-02-11
attended,96787,Dorfmann,2019-02-11
attended,124750,D'Ornano,2019-02-11
attended,124693,Durand,2019-02-11
attended,124873,Dzhambazki,2019-02-11
attended,124863,Eck,2019-02-11
attended,96725,Eickhout,2019-02-11
attended,188445,Elissen,2019-02-11
attended,96876,Engel,2019-02-11
attended,128588,Engström,2019-02-11
attended,125071,Epitideios,2019-02-11
attended,124711,Erdős,2019-02-11
attended,96852,Ernst,2019-02-11
attended,96842,Ertug,2019-02-11
attended,96811,Estaràs Ferragut,2019-02-11
attended,124951,Etheridge,2019-02-11
attended,124779,Evi,2019-02-11
attended,4525,Farage,2019-02-11
attended,125101,Faria,2019-02-11
attended,124989,Federley,2019-02-11
attended,1917,Ferber,2019-02-11
attended,96899,Fernandes,2019-02-11
attended,125046,Fernández,2019-02-11
attended,192634,Ferrandino,2019-02-11
attended,96706,Ferreira,2019-02-11
attended,124941,Finch,2019-02-11
attended,96729,Fisas Ayxelà,2019-02-11
attended,28126,Fjellner,2019-02-11
attended,188623,Flack,2019-02-11
attended,124985,Flanagan,2019-02-11
attended,96840,Fleckenstein,2019-02-11
attended,1038,Florenz,2019-02-11
attended,125193,Forenza,2019-02-11
attended,4553,Foster,2019-02-11
attended,125070,Fountoulis,2019-02-11
attended,96957,Fox,2019-02-11
attended,193273,Franz,2019-02-11
attended,125018,Freund,2019-02-11
attended,124790,Frunzulică,2019-02-11
attended,192465,Gabelic,2019-02-11
attended,2341,Gahler,2019-02-11
attended,28150,Gál,2019-02-11
attended,125006,Gambús,2019-02-11
attended,28298,García Pérez,2019-02-11
attended,96991,Gardiazabal Rubial,2019-02-11
attended,58758,Gardini,2019-02-11
attended,1913,Gebhardt,2019-02-11
attended,194391,Gehrold,2019-02-11
attended,124847,Gentile,2019-02-11
attended,96940,Gerbrandy,2019-02-11
attended,124815,Gericke,2019-02-11
attended,28377,Geringer de Oedenberg,2019-02-11
attended,28379,Gierek,2019-02-11
attended,124807,Gieseke,2019-02-11
attended,4533,Neena Gill,2019-02-11
attended,124965,Nathan Gill,2019-02-11
attended,193080,Gloanec Maurin,2019-02-11
attended,21331,Goddyn,2019-02-11
attended,1164,Gollnisch,2019-02-11
attended,28306,Gomes,2019-02-11
attended,127330,González Peñas,2019-02-11
attended,125027,González Pons,2019-02-11
attended,124900,Gosiewska,2019-02-11
attended,125112,Grammatikakis,2019-02-11
attended,28393,de Grandes Pascual,2019-02-11
attended,124785,Grapini,2019-02-11
attended,28220,Gräßle,2019-02-11
attended,133316,Graswander-Hainz,2019-02-11
attended,28208,Griesbeck,2019-02-11
attended,124745,Grigule-Pēterse,2019-02-11
attended,2025,Grossetête,2019-02-11
attended,23785,Grzyb,2019-02-11
attended,96768,Guerrero Salom,2019-02-11
attended,96952,Guillaume,2019-02-11
attended,103488,Gutiérrez Prieto,2019-02-11
attended,23816,Gyürk,2019-02-11
attended,96907,Hadjigeorgiou,2019-02-11
attended,124727,Halla-aho,2019-02-11
attended,4555,Hannan,2019-02-11
attended,193419,Christophe Hansen,2019-02-11
attended,28116,Harkin,2019-02-11
attended,28233,Harms,2019-02-11
attended,96752,Häusling,2019-02-11
attended,2054,Hautala,2019-02-11
attended,118658,Hayes,2019-02-11
attended,125023,Hazekamp,2019-02-11
attended,28131,Hedh,2019-02-11
attended,22418,Herranz García,2019-02-11
attended,124895,Hetman,2019-02-11
attended,124848,Heubuch,2019-02-11
attended,96872,Hirsch,2019-02-11
attended,135540,Hoc,2019-02-11
attended,124841,Hoffmann,2019-02-11
attended,96780,Hohlmeier,2019-02-11
attended,28124,Hökmark,2019-02-11
attended,124715,Hölvényi,2019-02-11
attended,5846,Honeyball,2019-02-11
attended,124957,Hookem,2019-02-11
attended,5565,Hortefeux,2019-02-11
attended,188636,Howarth,2019-02-11
attended,96779,Hübner,2019-02-11
attended,2338,Hudghton,2019-02-11
attended,58789,Huitema,2019-02-11
attended,34249,Hyusmenova,2019-02-11
attended,28266,in 't Veld,2019-02-11
attended,28398,Iturgaiz,2019-02-11
attended,124886,Iwaszkiewicz,2019-02-11
attended,96684,Jaakonsaari,2019-02-11
attended,28314,Jäätteenmäki,2019-02-11
attended,96740,Jadot,2019-02-11
attended,96772,Jahr,2019-02-11
attended,124754,Jakovčić,2019-02-11
attended,189065,Jamet,2019-02-11
attended,97078,Jáuregui Atondo,2019-02-11
attended,124707,Ježek,2019-02-11
attended,96806,Jiménez-Becerril Barrio,2019-02-11
attended,96883,Joly,2019-02-11
attended,96748,de Jong,2019-02-11
attended,125021,Jongerius,2019-02-11
attended,124728,Joulaud,2019-02-11
attended,124892,Jurek,2019-02-11
attended,96884,Juvin,2019-02-11
attended,97014,Kadenbach,2019-02-11
attended,96771,Kalinowski,2019-02-11
attended,96934,Kalniete,2019-02-11
attended,96837,Kammerevert,2019-02-11
attended,125024,Kappel,2019-02-11
attended,4246,Karas,2019-02-11
attended,28481,Karim,2019-02-11
attended,124876,Karlsson,2019-02-11
attended,124887,Karski,2019-02-11
attended,191693,Elsi Katainen,2019-02-11
attended,1849,Kaufmann,2019-02-11
attended,28424,Kelam,2019-02-11
attended,124695,Jan Keller,2019-02-11
attended,96734,Ska Keller,2019-02-11
attended,96668,Kelly,2019-02-11
attended,188624,Khan,2019-02-11
attended,124953,Kirton-Darling,2019-02-11
attended,28244,Klinz,2019-02-11
attended,135541,Kłosowski,2019-02-11
attended,1852,Koch,2019-02-11
attended,124870,Kofod,2019-02-11
attended,28331,Kohlíček,2019-02-11
attended,124824,Kölmel,2019-02-11
attended,96829,Kósa,2019-02-11
attended,124822,Köster,2019-02-11
attended,130833,Kouloglou,2019-02-11
attended,124857,Kouroumbashev,2019-02-11
attended,97968,Kovatchev,2019-02-11
attended,124889,Kozłowska-Rajewicz,2019-02-11
attended,1854,Krehl,2019-02-11
attended,28334,Krupa,2019-02-11
attended,28284,Kudrycka,2019-02-11
attended,96767,Kuhn,2019-02-11
attended,96651,Kukan,2019-02-11
attended,125092,Kuneva,2019-02-11
attended,28389,Kuźmiuk,2019-02-11
attended,124801,Kyenge,2019-02-11
attended,124736,Kyllönen,2019-02-11
attended,125113,Kyrkos,2019-02-11
attended,124866,Kyuchyuk,2019-02-11
attended,188254,Lalonde,2019-02-11
attended,1204,Lamassoure,2019-02-11
attended,4531,Lambert,2019-02-11
attended,1909,Lange,2019-02-11
attended,1928,Langen,2019-02-11
attended,96816,La Via,2019-02-11
attended,124731,Lavrilleux,2019-02-11
attended,124738,Lebreton,2019-02-11
attended,188718,Lechevalier,2019-02-11
attended,96735,Le Hyaric,2019-02-11
attended,4262,Leinen,2019-02-11
attended,95074,Lenaers,2019-02-11
attended,72754,Leontini,2019-02-11
attended,23781,Lewandowski,2019-02-11
attended,23768,Liberadzki,2019-02-11
attended,1927,Liese,2019-02-11
attended,124839,Lietz,2019-02-11
attended,96728,Lochbihler,2019-02-11
attended,125684,Loiseau,2019-02-11
attended,96709,Løkkegaard,2019-02-11
attended,96765,Lope Fontagné,2019-02-11
attended,125042,López,2019-02-11
attended,96812,López Aguilar,2019-02-11
attended,125047,López Bermejo,2019-02-11
attended,28399,López-Istúriz White,2019-02-11
attended,96854,Lösing,2019-02-11
attended,196042,Loskutovs,2019-02-11
attended,124820,Lucke,2019-02-11
attended,96673,Ludvigsson,2019-02-11
attended,96791,Łukacijewska,2019-02-11
attended,124883,Łybacka,2019-02-11
attended,124806,McAllister,2019-02-11
attended,2327,McAvan,2019-02-11
attended,96919,McClarkin,2019-02-11
attended,111011,McIntyre,2019-02-11
attended,96824,Macovei,2019-02-11
attended,111027,Malinov,2019-02-11
attended,124746,Mamikins,2019-02-11
attended,190713,Mandl,2019-02-11
attended,39717,Mănescu,2019-02-11
attended,28192,Maňka,2019-02-11
attended,1922,Mann,2019-02-11
attended,124725,Manscour,2019-02-11
attended,26146,Marcellesi,2019-02-11
attended,125069,Marias,2019-02-11
attended,124742,Marinho e Pinto,2019-02-11
attended,1403,David Martin,2019-02-11
attended,124751,Dominique Martin,2019-02-11
attended,124947,Edouard Martin,2019-02-11
attended,124828,Martusciello,2019-02-11
attended,124894,Marusik,2019-02-11
attended,23704,Maštálka,2019-02-11
attended,96813,Matera,2019-02-11
attended,96820,Matias,2019-02-11
attended,96936,Mato,2019-02-11
attended,188622,Matthews,2019-02-11
attended,133326,Maullu,2019-02-11
attended,24505,Maurel,2019-02-11
attended,38511,Georg Mayer,2019-02-11
attended,185637,Alex Mayer,2019-02-11
attended,124768,Mazuronis,2019-02-11
attended,96870,Meissner,2019-02-11
attended,124765,Mélin,2019-02-11
attended,124838,Melior,2019-02-11
attended,96978,Melo,2019-02-11
attended,118859,Metsola,2019-02-11
attended,190518,Meuthen,2019-02-11
attended,96670,Michel,2019-02-11
attended,120478,Michels,2019-02-11
attended,125128,Mihaylova,2019-02-11
attended,28178,Mikolášik,2019-02-11
attended,28400,Millán Mon,2019-02-11
attended,125022,van Miltenburg,2019-02-11
attended,125037,Mineur,2019-02-11
attended,191695,Mitrofanovs,2019-02-11
attended,118858,Mizzi,2019-02-11
attended,125026,Mlinar,2019-02-11
attended,189391,Mobarik,2019-02-11
attended,124859,Moi,2019-02-11
attended,124789,Moisă,2019-02-11
attended,124722,Molnár,2019-02-11
attended,124761,Monot,2019-02-11
attended,124769,Montel,2019-02-11
attended,124944,Moody,2019-02-11
attended,4519,Moraes,2019-02-11
attended,72779,Morano,2019-02-11
attended,124788,Morgano,2019-02-11
attended,38596,Morin-Chartier,2019-02-11
attended,124862,Müller,2019-02-11
attended,124802,Mureşan,2019-02-11
attended,124729,Muselier,2019-02-11
attended,190519,Nagtegaal,2019-02-11
attended,124926,Nagy,2019-02-11
attended,125013,Nekov,2019-02-11
attended,96844,Neuser,2019-02-11
attended,124784,Dan Nica,2019-02-11
attended,1318,Nicholson,2019-02-11
attended,4289,Niebler,2019-02-11
attended,124701,Niedermayer,2019-02-11
attended,124987,Ní Riada,2019-02-11
attended,28165,van Nistelrooij,2019-02-11
attended,124836,Noichl,2019-02-11
attended,107212,Novakov,2019-02-11
attended,96805,Nuttall,2019-02-11
attended,96981,Obermayr,2019-02-11
attended,124940,O'Flynn,2019-02-11
attended,28288,Olbrycht,2019-02-11
attended,30482,Omarjee,2019-02-11
attended,124897,Ożóg,2019-02-11
attended,195454,Packet,2019-02-11
attended,129073,Paet,2019-02-11
attended,125038,Pagazaurtundúa Ruiz,2019-02-11
attended,96694,Paksas,2019-02-11
attended,190099,Palmer,2019-02-11
attended,28365,Panzeri,2019-02-11
attended,28586,Papadimoulis,2019-02-11
attended,96948,Pargneaux,2019-02-11
attended,33984,Paşcu,2019-02-11
attended,129256,Pavel,2019-02-11
attended,189507,Payne,2019-02-11
attended,124844,Pedicini,2019-02-11
attended,23693,Peterle,2019-02-11
attended,124872,Petersen,2019-02-11
attended,124749,Petir,2019-02-11
attended,110977,Philippot,2019-02-11
attended,112744,Picula,2019-02-11
attended,124874,Piecha,2019-02-11
attended,28224,Pieper,2019-02-11
attended,40599,Pietikäinen,2019-02-11
attended,136236,Pimenta Lopes,2019-02-11
attended,28341,Piotrowski,2019-02-11
attended,37229,Piri,2019-02-11
attended,124855,Pirinski,2019-02-11
attended,124898,Pitera,2019-02-11
attended,124881,Plura,2019-02-11
attended,96715,Poc,2019-02-11
attended,124699,Poche,2019-02-11
attended,124704,Polčák,2019-02-11
attended,189490,Popa,2019-02-11
attended,96801,Poręba,2019-02-11
attended,124997,Post,2019-02-11
attended,96838,Preda,2019-02-11
attended,124830,Pretzell,2019-02-11
attended,124888,Preuß,2019-02-11
attended,185628,Procter,2019-02-11
attended,108080,Proust,2019-02-11
attended,90110,Punset,2019-02-11
attended,1055,Quisthoudt-Rowohl,2019-02-11
attended,124850,Emil Radev,2019-02-11
attended,188945,Radtke,2019-02-11
attended,96903,Rangel,2019-02-11
attended,124792,Rebega,2019-02-11
attended,124816,Reda,2019-02-11
attended,96998,Regner,2019-02-11
attended,106202,Reid,2019-02-11
attended,124935,Reimon,2019-02-11
attended,103381,Reintke,2019-02-11
attended,124287,Revault d'Allonnes Bonnefoy,2019-02-11
attended,124733,Ribeiro,2019-02-11
attended,4253,Ries,2019-02-11
attended,96885,Riquet,2019-02-11
attended,96743,Rivasi,2019-02-11
attended,97022,Rochefort,2019-02-11
attended,125099,Liliana Rodrigues,2019-02-11
attended,124737,Maria João Rodrigues,2019-02-11
attended,125043,Rodríguez-Piñero Fernández,2019-02-11
attended,93624,Rodust,2019-02-11
attended,96710,Rohde,2019-02-11
attended,125107,Rolin,2019-02-11
attended,125214,Ropė,2019-02-11
attended,28394,Rosati,2019-02-11
attended,103845,Rozière,2019-02-11
attended,124730,Ruas,2019-02-11
attended,2278,Rübig,2019-02-11
attended,132366,Ruohonen-Lerner,2019-02-11
attended,111033,Šadurskis,2019-02-11
attended,4345,Saïfi,2019-02-11
attended,125091,Sakorafa,2019-02-11
attended,2002,Salafranca Sánchez-Neyra,2019-02-11
attended,125670,Salini,2019-02-11
attended,125035,Sánchez Caldentey,2019-02-11
attended,24594,Sander,2019-02-11
attended,124781,Sant,2019-02-11
attended,21918,dos Santos,2019-02-11
attended,33989,Sârbu,2019-02-11
attended,96815,Sargentini,2019-02-11
attended,112611,Sarvamaa,2019-02-11
attended,28297,Saryusz-Wolski,2019-02-11
attended,96696,Saudargas,2019-02-11
attended,96945,Schaake,2019-02-11
attended,124755,Schaffhauser,2019-02-11
attended,37312,Schaldemose,2019-02-11
attended,124804,Schlein,2019-02-11
attended,125016,Schmidt,2019-02-11
attended,96646,Scholz,2019-02-11
attended,28135,Schöpflin,2019-02-11
attended,125030,Schreijer-Pierik,2019-02-11
attended,124837,Schuster,2019-02-11
attended,28223,Schwab,2019-02-11
attended,124942,Scott Cato,2019-02-11
attended,96996,Scottà,2019-02-11
attended,134243,Selimovic,2019-02-11
attended,194658,Sellström,2019-02-11
attended,125049,Senra Rodríguez,2019-02-11
attended,124741,Serrão Santos,2019-02-11
attended,124950,Seymour,2019-02-11
attended,23787,Siekierski,2019-02-11
attended,124747,Silva Pereira,2019-02-11
attended,96836,Peter Simon,2019-02-11
attended,124948,Siôn Simon,2019-02-11
attended,96932,Sippel,2019-02-11
attended,124927,Škripek,2019-02-11
attended,124756,Škrlec,2019-02-11
attended,96655,Smolková,2019-02-11
attended,39724,Sógor,2019-02-11
attended,124710,Šojdrová,2019-02-11
attended,185974,Solé,2019-02-11
attended,4282,Sommer,2019-02-11
attended,28299,Sonik,2019-02-11
attended,124834,Sonneborn,2019-02-11
attended,192298,Sośnierz,2019-02-11
attended,124810,Spinelli,2019-02-11
attended,4751,Staes,2019-02-11
attended,124929,Štefanec,2019-02-11
attended,124702,Štětina,2019-02-11
attended,125105,Stevens,2019-02-11
attended,39721,Stolojan,2019-02-11
attended,125028,Stuger,2019-02-11
attended,124928,Sulík,2019-02-11
attended,125103,Šulin,2019-02-11
attended,96272,Svoboda,2019-02-11
attended,96920,Swinburne,2019-02-11
attended,125072,Synadinos,2019-02-11
attended,23821,Szájer,2019-02-11
attended,124703,Szanyi,2019-02-11
attended,124890,Szejnfeld,2019-02-11
attended,2187,Tajani,2019-02-11
attended,124813,Tamburrano,2019-02-11
attended,96847,Tănăsescu,2019-02-11
attended,125020,Tang,2019-02-11
attended,4521,Tannock,2019-02-11
attended,124793,Țapardel,2019-02-11
attended,29579,Tarabella,2019-02-11
attended,102931,Taylor,2019-02-11
attended,124706,Telička,2019-02-11
attended,124932,Terricabras,2019-02-11
attended,114279,Thomas,2019-02-11
attended,96776,Thun und Hohenstein,2019-02-11
attended,28340,Toia,2019-02-11
attended,39726,Tőkés,2019-02-11
attended,185340,Tolić,2019-02-11
attended,96697,Tomaševski,2019-02-11
attended,119431,Tomašić,2019-02-11
attended,125104,Tomc,2019-02-11
attended,124700,Toom,2019-02-11
attended,114268,Torvalds,2019-02-11
attended,96713,Tošenovský,2019-02-11
attended,97203,Tremosa i Balcells,2019-02-11
attended,124758,Troszczynski,2019-02-11
attended,28240,Trüpel,2019-02-11
attended,23791,Ujazdowski,2019-02-11
attended,131507,Urbán Crespo,2019-02-11
attended,124972,Urtasun,2019-02-11
attended,38601,Urutchev,2019-02-11
attended,28617,Vaidere,2019-02-11
attended,97019,Vajgl,2019-02-11
attended,125032,Valcárcel Siso,2019-02-11
attended,37324,Vălean,2019-02-11
attended,4334,Valenciano,2019-02-11
attended,124993,Valero,2019-02-11
attended,124778,Valli,2019-02-11
attended,125050,Vallina,2019-02-11
attended,124934,Vana,2019-02-11
attended,5729,Van Brempt,2019-02-11
attended,129164,Vandenkendelaere,2019-02-11
attended,96918,Vaughan,2019-02-11
attended,130100,Vautmans,2019-02-11
attended,193269,Vehkaperä,2019-02-11
attended,96858,Vergiat,2019-02-11
attended,96756,Verheyen,2019-02-11
attended,125100,Viegas,2019-02-11
attended,188721,Vieu,2019-02-11
attended,125001,Vilimsky,2019-02-11
attended,124791,Viotti,2019-02-11
attended,124726,Virkkunen,2019-02-11
attended,124875,Vistisen,2019-02-11
attended,124832,Voigt,2019-02-11
attended,96761,Voss,2019-02-11
attended,190464,Waitz,2019-02-11
attended,96774,Wałęsa,2019-02-11
attended,124963,Ward,2019-02-11
attended,39713,Renate Weber,2019-02-11
attended,111014,Weidenholzer,2019-02-11
attended,2323,Wieland,2019-02-11
attended,183022,Wierinck,2019-02-11
attended,96677,Wikström,2019-02-11
attended,96764,Hermann Winkler,2019-02-11
attended,39725,Iuliu Winkler,2019-02-11
attended,195912,Winter,2019-02-11
attended,124877,Wiśniewska,2019-02-11
attended,185619,Wölken,2019-02-11
attended,124966,Woolfe,2019-02-11
attended,125067,Zagorakis,2019-02-11
attended,23712,Zahradil,2019-02-11
attended,188906,Zammit Dimech,2019-02-11
attended,124780,Zanni,2019-02-11
attended,124800,Zanonato,2019-02-11
attended,125090,Zarianopoulos,2019-02-11
attended,124713,Zdechovský,2019-02-11
attended,124893,Zdrojewski,2019-02-11
attended,96762,Zeller,2019-02-11
attended,96784,Zemke,2019-02-11
attended,103246,Zijlstra,2019-02-11
attended,28248,Zimmer,2019-02-11
attended,124901,Žitňanská,2019-02-11
attended,124884,Złotowski,2019-02-11
attended,191377,Zoană,2019-02-11
attended,124902,Żółtek,2019-02-11
attended,124739,Zorrinho,2019-02-11
attended,185341,Zovko,2019-02-11
attended,125237,Zullo,2019-02-11
attended,96933,Zver,2019-02-11
attended,28301,Zwiefka,2019-02-11
excused,2109,Crowley,2019-02-11
excused,131749,Torres Martínez,2019-02-11
